state_name,state_code,county_name,county_code,year,value
WISCONSIN,55,WOOD,141,2012,3210000
MISSISSIPPI,28,COAHOMA,27,2002,2200000
WISCONSIN,55,DUNN,33,2016,14336000
IOWA,19,MONROE,135,2010,2050000
ILLINOIS,17,DE WITT,39,2004,18534400
IDAHO,16,OWYHEE,73,2018,3529000
OHIO,39,RICHLAND,139,2019,5380000
VIRGINIA,51,WESTMORELAND,193,2018,1635000
MICHIGAN,26,LENAWEE,91,2006,13850000
PENNSYLVANIA,42,INDIANA,63,2017,3956000
NEBRASKA,31,HALL,79,2010,33675000
WISCONSIN,55,GREEN,45,2000,10216000
MINNESOTA,27,JACKSON,63,2016,36767000
INDIANA,18,BARTHOLOMEW,5,2009,11540000
PENNSYLVANIA,42,CRAWFORD,39,2018,3277000
MINNESOTA,27,SHERBURNE,141,2016,4529000
IOWA,19,WAPELLO,179,2001,5568000
INDIANA,18,FOUNTAIN,45,2011,14335000
ARKANSAS,5,PRAIRIE,117,2015,2190000
WEST VIRGINIA,54,JEFFERSON,37,2008,1107000
PENNSYLVANIA,42,MIFFLIN,87,2005,1751400
MICHIGAN,26,ARENAC,11,2013,1980000
MISSOURI,29,RANDOLPH,175,2006,1735000
GEORGIA,13,MITCHELL,205,2001,1367000
WISCONSIN,55,PORTAGE,97,2013,4262000
MISSOURI,29,CARROLL,33,2011,9797000
WISCONSIN,55,MANITOWOC,71,2019,3293000
MISSOURI,29,ANDREW,3,2000,6667000
IOWA,19,POWESHIEK,157,2008,22600000
COLORADO,8,LINCOLN,73,2000,1485000
ILLINOIS,17,VERMILION,183,2015,37727000
IOWA,19,HANCOCK,81,2002,26700000
ILLINOIS,17,OGLE,141,2015,43672000
MINNESOTA,27,LINCOLN,81,2004,13092400
SOUTH DAKOTA,46,MOODY,101,2002,13395000
ILLINOIS,17,FULTON,57,2006,20784000
ARKANSAS,5,CRITTENDEN,35,2017,2460000
TENNESSEE,47,WARREN,177,2017,1405000
IOWA,19,APPANOOSE,7,2003,3770000
ARKANSAS,5,CRITTENDEN,35,2018,2820000
MISSOURI,29,MONTGOMERY,139,2004,6547000
MISSISSIPPI,28,NOXUBEE,103,2002,3450000
NORTH CAROLINA,37,DUPLIN,61,2015,3856000
KANSAS,20,SHAWNEE,177,2001,3491000
TEXAS,48,SAN PATRICIO,409,2014,1234000
MISSOURI,29,PEMISCOT,155,2016,4329000
OHIO,39,WILLIAMS,171,2016,9300000
ILLINOIS,17,WAYNE,191,2013,16027000
MISSISSIPPI,28,MONROE,95,2006,1088000
MINNESOTA,27,HENNEPIN,53,2001,1767300
ILLINOIS,17,CALHOUN,13,2012,2485000
NORTH DAKOTA,38,KIDDER,43,2003,1010000
NEBRASKA,31,WEBSTER,181,2012,10944000
COLORADO,8,MORGAN,87,2015,4524000
MINNESOTA,27,GRANT,51,2014,16303000
MISSOURI,29,RALLS,173,2015,5973000
IOWA,19,MADISON,121,2013,9748000
NORTH DAKOTA,38,BENSON,5,2017,7222000
SOUTH CAROLINA,45,CLARENDON,27,2012,4300000
IOWA,19,BENTON,11,2014,35731000
IOWA,19,CEDAR,31,2007,32029000
NORTH CAROLINA,37,BLADEN,17,2017,2900000
ILLINOIS,17,HENRY,73,2005,29502100
KANSAS,20,KINGMAN,95,2000,1223000
VIRGINIA,51,KING WILLIAM,101,2018,1691000
INDIANA,18,HOWARD,67,2008,12713000
IOWA,19,TAYLOR,173,2018,12195000
MISSOURI,29,CASS,37,2002,2785000
IOWA,19,MARSHALL,127,2003,24700000
MICHIGAN,26,MONROE,115,2015,9020000
OHIO,39,WARREN,165,2002,1819300
KANSAS,20,NORTON,137,2012,4186000
MINNESOTA,27,PINE,115,2013,2020000
MISSISSIPPI,28,LOWNDES,87,2001,1552000
ILLINOIS,17,HENDERSON,71,2009,16982400
PENNSYLVANIA,42,HUNTINGDON,61,2018,1468000
KANSAS,20,CHEROKEE,21,2014,8181000
NORTH CAROLINA,37,BERTIE,15,2001,2115000
INDIANA,18,PIKE,125,2005,4723600
ILLINOIS,17,JEFFERSON,81,2004,6982500
WISCONSIN,55,DANE,25,2003,22940000
INDIANA,18,PULASKI,131,2000,14092500
MISSOURI,29,HOLT,87,2003,13364000
DELAWARE,10,NEW CASTLE,3,2015,3150000
IOWA,19,LEE,111,2016,14750000
WISCONSIN,55,GRANT,43,2013,26247000
PENNSYLVANIA,42,UNION,119,2018,1546000
KENTUCKY,21,WEBSTER,233,2005,5076000
ARKANSAS,5,ARKANSAS,1,2010,1100000
KANSAS,20,RICE,159,2009,4450000
TENNESSEE,47,COFFEE,31,2005,2295000
KENTUCKY,21,CARLISLE,39,2013,4260000
ILLINOIS,17,LAKE,97,2014,1149000
SOUTH DAKOTA,46,BRULE,15,2018,11099000
NEBRASKA,31,SEWARD,159,2003,18102300
NEBRASKA,31,PERKINS,135,2004,23869200
INDIANA,18,MARSHALL,99,2015,12500000
OHIO,39,ERIE,43,2013,5443000
ILLINOIS,17,ALEXANDER,3,2005,1866900
NORTH CAROLINA,37,YADKIN,197,2017,1410000
WISCONSIN,55,GREEN,45,2019,16270000
TENNESSEE,47,LAWRENCE,99,2015,4150000
ILLINOIS,17,EDWARDS,47,2009,4499700
OHIO,39,CARROLL,19,2010,1120000
IOWA,19,DAVIS,51,2007,6752000
PENNSYLVANIA,42,SCHUYLKILL,107,2016,2251000
PENNSYLVANIA,42,SCHUYLKILL,107,2000,2088000
ILLINOIS,17,MARION,121,2009,7688100
MARYLAND,24,KENT,29,2011,3360000
NORTH DAKOTA,38,RICHLAND,77,2001,20876400
NORTH DAKOTA,38,BARNES,3,2017,25363000
NORTH CAROLINA,37,WILSON,195,2007,1070000
MISSOURI,29,MACON,121,2008,3461000
MISSOURI,29,PUTNAM,171,2004,1777000
MARYLAND,24,CARROLL,13,2001,2723000
MINNESOTA,27,PIPESTONE,117,2019,10367000
KANSAS,20,BROWN,13,2014,22919000
PENNSYLVANIA,42,HUNTINGDON,61,2007,1350000
MINNESOTA,27,GRANT,51,2019,21129000
PENNSYLVANIA,42,BUCKS,17,2003,1169500
TENNESSEE,47,HENRY,79,2010,4295000
VIRGINIA,51,ROCKINGHAM,165,2008,1929600
ILLINOIS,17,POPE,151,2007,1041900
MICHIGAN,26,KALAMAZOO,77,2012,8018000
ALABAMA,1,COLBERT,33,2014,4442000
NORTH DAKOTA,38,GRANT,37,2012,3599000
MISSOURI,29,MONTGOMERY,139,2012,1432000
MARYLAND,24,WASHINGTON,43,2003,1610000
SOUTH DAKOTA,46,BEADLE,5,2001,10530000
ARKANSAS,5,PRAIRIE,117,2019,3780000
INDIANA,18,STEUBEN,151,2017,5600000
INDIANA,18,BLACKFORD,9,2006,3397500
KANSAS,20,ALLEN,1,2004,2656000
NEBRASKA,31,PIERCE,139,2018,26917000
KENTUCKY,21,GREEN,87,2011,1083000
MINNESOTA,27,GOODHUE,49,2002,20925100
IOWA,19,WOODBURY,193,2010,33190000
NORTH DAKOTA,38,BENSON,5,2018,6582000
OHIO,39,MERCER,107,2008,12520000
SOUTH DAKOTA,46,LINCOLN,83,2011,20664000
TENNESSEE,47,SHELBY,157,2004,1190000
KANSAS,20,MEADE,119,2007,16658000
IOWA,19,TAMA,171,2003,24600000
OHIO,39,ADAMS,1,2008,1280000
ILLINOIS,17,CHRISTIAN,21,2005,39439900
ARKANSAS,5,MONROE,95,2001,3048000
GEORGIA,13,CALHOUN,37,2012,2340000
KANSAS,20,HASKELL,81,2013,13823000
MINNESOTA,27,GOODHUE,49,2014,27502000
WISCONSIN,55,DODGE,27,2008,15410000
ILLINOIS,17,MCDONOUGH,109,2015,26452000
INDIANA,18,TIPTON,159,2005,12523700
MINNESOTA,27,TODD,153,2011,7745000
ILLINOIS,17,ALEXANDER,3,2016,1118000
INDIANA,18,DAVIESS,27,2002,8216800
MICHIGAN,26,GENESEE,49,2007,3950000
KANSAS,20,BARTON,9,2016,4989000
WISCONSIN,55,GREEN LAKE,47,2006,6410000
OHIO,39,CRAWFORD,33,2007,15097400
MINNESOTA,27,STEVENS,149,2013,23370000
INDIANA,18,JAY,75,2010,10336000
ILLINOIS,17,MORGAN,137,2014,32089000
SOUTH DAKOTA,46,TRIPP,123,2014,9716000
TEXAS,48,ELLIS,139,2002,2871000
TEXAS,48,GUADALUPE,187,2016,1950000
COLORADO,8,SEDGWICK,115,2003,5473000
KENTUCKY,21,HICKMAN,105,2013,7633000
KANSAS,20,RAWLINS,153,2003,1340000
ARKANSAS,5,DESHA,41,2016,8371000
KENTUCKY,21,GRAVES,83,2012,3934000
PENNSYLVANIA,42,LEBANON,75,2010,3573000
MISSOURI,29,GENTRY,75,2007,4704000
SOUTH DAKOTA,46,BENNETT,7,2000,1229000
LOUISIANA,22,POINTE COUPEE,77,2014,2280000
MISSOURI,29,CASS,37,2004,3585000
KENTUCKY,21,OHIO,183,2004,2625000
ILLINOIS,17,SALINE,165,2006,5940000
MISSOURI,29,JOHNSON,101,2003,1657000
SOUTH CAROLINA,45,WILLIAMSBURG,89,2016,2469000
IDAHO,16,OWYHEE,73,2019,4700000
KENTUCKY,21,HARDIN,93,2013,5575000
ILLINOIS,17,PERRY,145,2003,3187800
NEBRASKA,31,BUTLER,23,2018,28882000
MINNESOTA,27,WILKIN,167,2012,17451000
MISSOURI,29,CASS,37,2016,5866000
IOWA,19,MONONA,133,2012,20944000
MINNESOTA,27,MOWER,99,2017,40384000
SOUTH DAKOTA,46,DAY,37,2012,16628000
ILLINOIS,17,BUREAU,11,2008,59202500
NEBRASKA,31,DAWSON,47,2013,40252000
INDIANA,18,DELAWARE,35,2014,12700000
IOWA,19,MONTGOMERY,137,2014,15035000
OHIO,39,HURON,77,2006,9610800
NEBRASKA,31,CASS,25,2019,21930000
ILLINOIS,17,JO DAVIESS,85,2001,10404400
IOWA,19,JEFFERSON,101,2002,8500000
KENTUCKY,21,LIVINGSTON,139,2004,1360000
MICHIGAN,26,GENESEE,49,2013,4310000
GEORGIA,13,BURKE,33,2012,2300000
WISCONSIN,55,WALWORTH,127,2008,12860000
ILLINOIS,17,LEE,103,2018,48089000
MISSOURI,29,NODAWAY,147,2002,9321000
KENTUCKY,21,NELSON,179,2011,2191000
IOWA,19,DELAWARE,55,2012,25492000
LOUISIANA,22,AVOYELLES,9,2005,1080000
NORTH CAROLINA,37,WAYNE,191,2002,1720000
NEBRASKA,31,BOONE,11,2010,26611000
TEXAS,48,GRAYSON,181,2019,1600000
MISSISSIPPI,28,CARROLL,15,2010,1194000
WISCONSIN,55,CHIPPEWA,17,2019,10608000
OHIO,39,FAYETTE,47,2002,8606100
WISCONSIN,55,OUTAGAMIE,87,2005,9110000
TEXAS,48,LAMAR,277,2016,2392000
ILLINOIS,17,KANE,89,2002,10744200
SOUTH DAKOTA,46,HAND,59,2011,15597000
NEW YORK,36,YATES,123,2014,1969000
IOWA,19,DICKINSON,59,2006,14230000
NORTH CAROLINA,37,SAMPSON,163,2016,5039000
IOWA,19,UNION,175,2000,6744000
SOUTH CAROLINA,45,ORANGEBURG,75,2011,2575000
LOUISIANA,22,MADISON,65,2013,15235000
MISSOURI,29,VERNON,217,2013,3945000
ILLINOIS,17,ST CLAIR,163,2002,9244100
INDIANA,18,STARKE,149,2003,6951600
NEBRASKA,31,DODGE,53,2002,16869300
TEXAS,48,WILLIAMSON,491,2016,6790000
SOUTH CAROLINA,45,SUMTER,85,2005,3915600
OHIO,39,PREBLE,135,2013,15472000
TENNESSEE,47,GIBSON,53,2005,6355000
WISCONSIN,55,JEFFERSON,55,2005,13020000
IOWA,19,GUTHRIE,77,2017,20370000
NEW YORK,36,ONEIDA,65,2002,1881200
OHIO,39,ERIE,43,2001,3525000
NEBRASKA,31,MADISON,119,2001,15400600
MISSISSIPPI,28,TALLAHATCHIE,135,2006,2029400
TEXAS,48,HARTLEY,205,2007,24983000
SOUTH DAKOTA,46,LINCOLN,83,2005,20170000
PENNSYLVANIA,42,ADAMS,1,2019,4400000
WISCONSIN,55,RACINE,101,2007,6690000
IOWA,19,CARROLL,27,2013,25976000
WISCONSIN,55,LA CROSSE,63,2005,4400000
TENNESSEE,47,GIBSON,53,2013,9624000
MINNESOTA,27,CHISAGO,25,2005,2692400
VIRGINIA,51,AUGUSTA,15,2017,1766000
IOWA,19,CRAWFORD,47,2000,22510000
INDIANA,18,CLAY,21,2005,10777800
MISSOURI,29,WORTH,227,2009,1651000
MISSOURI,29,BUTLER,23,2004,3068000
MISSOURI,29,MARION,127,2005,3357000
INDIANA,18,VERMILLION,165,2003,5347300
MINNESOTA,27,BIG STONE,11,2017,16447000
OHIO,39,PAULDING,125,2012,5630000
KENTUCKY,21,WEBSTER,233,2017,6724000
OHIO,39,PUTNAM,137,2001,9135000
NEBRASKA,31,GARFIELD,71,2012,1756200
ILLINOIS,17,COLES,29,2012,11073000
LOUISIANA,22,POINTE COUPEE,77,2006,1390000
INDIANA,18,JAY,75,2003,8740800
IOWA,19,JEFFERSON,101,2017,11817000
IOWA,19,SIOUX,167,2008,45100000
MISSOURI,29,JASPER,97,2004,2919000
NEBRASKA,31,BOYD,15,2006,1379600
NEW YORK,36,ORLEANS,73,2005,2731200
SOUTH DAKOTA,46,JONES,75,2011,1279000
MICHIGAN,26,CALHOUN,25,2008,7730000
ILLINOIS,17,SCHUYLER,169,2016,13351000
IOWA,19,HAMILTON,79,2018,35912000
KANSAS,20,HASKELL,81,2004,16978000
IOWA,19,MAHASKA,123,2000,16341000
ILLINOIS,17,STARK,175,2018,20193000
PENNSYLVANIA,42,CLARION,31,2014,1500000
MISSISSIPPI,28,HUMPHREYS,53,2018,4110000
MICHIGAN,26,ISABELLA,73,2009,4450000
NEW YORK,36,ONEIDA,65,2010,3000000
KANSAS,20,JACKSON,85,2012,1777000
ILLINOIS,17,WHITESIDE,195,2017,46268000
INDIANA,18,WASHINGTON,175,2004,5332600
SOUTH DAKOTA,46,LAKE,79,2016,22741000
NEBRASKA,31,WAYNE,179,2001,14840000
MISSOURI,29,BOONE,19,2002,2036000
KENTUCKY,21,GRAVES,83,2013,11000000
TENNESSEE,47,LAKE,95,2007,2979000
INDIANA,18,ADAMS,1,2013,10602000
NORTH CAROLINA,37,SAMPSON,163,2017,4118000
NEW YORK,36,ONTARIO,69,2016,3289000
OHIO,39,LUCAS,95,2006,3258100
ILLINOIS,17,RICHLAND,159,2015,10889000
MISSOURI,29,MACON,121,2004,3792000
MISSOURI,29,OSAGE,151,2011,1099000
SOUTH DAKOTA,46,LINCOLN,83,2014,22783000
MICHIGAN,26,CLINTON,37,2007,8200000
IOWA,19,DES MOINES,57,2019,12083000
SOUTH DAKOTA,46,HANSON,61,2001,6234000
ALABAMA,1,LIMESTONE,83,2014,4416000
MICHIGAN,26,EATON,45,2005,8150000
OHIO,39,SANDUSKY,143,2012,10495000
IOWA,19,CEDAR,31,2019,30291000
NEW YORK,36,ONEIDA,65,2000,1282100
TEXAS,48,DEAF SMITH,117,2014,6446000
OHIO,39,WAYNE,169,2003,9735300
NORTH DAKOTA,38,SARGENT,81,2018,27964000
OHIO,39,CLARK,23,2000,9395300
NEBRASKA,31,HAMILTON,81,2008,38116200
NEW MEXICO,35,CURRY,9,2007,1200000
OHIO,39,AUGLAIZE,11,2013,12333000
SOUTH DAKOTA,46,DAY,37,2001,4959000
MICHIGAN,26,IONIA,67,2013,11250000
SOUTH DAKOTA,46,CAMPBELL,21,2017,6444000
NEBRASKA,31,KEARNEY,99,2019,34221000
INDIANA,18,BLACKFORD,9,2012,4028000
INDIANA,18,JACKSON,71,2016,8700000
OHIO,39,MUSKINGUM,119,2000,2113300
TENNESSEE,47,LAUDERDALE,97,2018,1657000
OHIO,39,HIGHLAND,71,2001,5527500
MICHIGAN,26,KENT,81,2005,5070000
TENNESSEE,47,TIPTON,167,2010,2320000
IOWA,19,PAGE,145,2011,14570000
ILLINOIS,17,JO DAVIESS,85,2011,17103000
ILLINOIS,17,PEORIA,143,2018,23581000
NEBRASKA,31,SARPY,153,2002,2138600
CALIFORNIA,6,MERCED,47,2007,2992000
LOUISIANA,22,TENSAS,107,2002,6870000
ARKANSAS,5,CRAIGHEAD,31,2003,1382000
NEBRASKA,31,CLAY,35,2005,26172200
LOUISIANA,22,RICHLAND,83,2011,6406000
NEBRASKA,31,CASS,25,2004,20585600
PENNSYLVANIA,42,CENTRE,27,2002,1197600
NORTH DAKOTA,38,WALSH,99,2002,1045000
KANSAS,20,GRAHAM,65,2002,1020000
ILLINOIS,17,MACON,115,2001,24538800
MINNESOTA,27,JACKSON,63,2019,26500000
MINNESOTA,27,MOWER,99,2008,29780000
NEW YORK,36,CAYUGA,11,2006,3163700
TENNESSEE,47,GILES,55,2001,1290000
INDIANA,18,JASPER,73,2005,22778000
INDIANA,18,JACKSON,71,2011,7521000
WASHINGTON,53,FRANKLIN,21,2002,1920000
WISCONSIN,55,DOOR,29,2001,1140000
TEXAS,48,GRAY,179,2017,1532000
MICHIGAN,26,KENT,81,2002,4400000
OHIO,39,CHAMPAIGN,21,2011,11850000
NEBRASKA,31,DOUGLAS,55,2004,4745100
NORTH DAKOTA,38,GRAND FORKS,35,2004,1012000
TENNESSEE,47,GILES,55,2005,1300000
NORTH CAROLINA,37,BLADEN,17,2002,1810000
NEBRASKA,31,CASS,25,2000,13490800
ARKANSAS,5,CRAIGHEAD,31,2012,6000000
DELAWARE,10,NEW CASTLE,3,2004,2449800
INDIANA,18,HARRISON,61,2001,3541200
NEBRASKA,31,SHERIDAN,161,2002,2914900
OHIO,39,WAYNE,169,2019,6890000
INDIANA,18,WELLS,179,2010,11726000
INDIANA,18,MIAMI,103,2017,9750000
MISSOURI,29,ANDREW,3,2004,8588000
IOWA,19,ALLAMAKEE,5,2010,13980000
INDIANA,18,CLINTON,23,2015,16200000
ILLINOIS,17,STARK,175,2008,22451800
ILLINOIS,17,VERMILION,183,2001,33976800
SOUTH CAROLINA,45,SUMTER,85,2019,3750000
SOUTH CAROLINA,45,HORRY,51,2016,2378000
ILLINOIS,17,MERCER,131,2000,18470400
KANSAS,20,MARION,115,2008,2040000
OHIO,39,MUSKINGUM,119,2014,2747000
MINNESOTA,27,RENVILLE,129,2015,51621000
IOWA,19,CHICKASAW,37,2011,28300000
MICHIGAN,26,ALLEGAN,5,2009,13000000
INDIANA,18,DAVIESS,27,2014,18500000
MISSOURI,29,CARROLL,33,2009,10820000
MISSOURI,29,NODAWAY,147,2008,12634000
ILLINOIS,17,MASSAC,127,2000,3738900
ILLINOIS,17,DOUGLAS,41,2000,18259200
OHIO,39,TUSCARAWAS,157,2019,2210000
ILLINOIS,17,JACKSON,77,2011,3304000
ARKANSAS,5,LEE,77,2000,1147000
OHIO,39,CHAMPAIGN,21,2012,10968000
GEORGIA,13,GRADY,131,2003,1912000
ILLINOIS,17,PUTNAM,155,2000,5782800
WISCONSIN,55,LA CROSSE,63,2004,3620000
ILLINOIS,17,WILL,197,2014,16915000
NEBRASKA,31,HARLAN,83,2018,19477000
IOWA,19,KOSSUTH,109,2015,62194000
SOUTH DAKOTA,46,MCPHERSON,89,2019,10192000
OHIO,39,ASHTABULA,7,2006,1750600
INDIANA,18,WHITLEY,183,2007,9832800
OHIO,39,LOGAN,91,2006,10130700
NEBRASKA,31,DODGE,53,2011,25213000
INDIANA,18,JAY,75,2000,10025400
TEXAS,48,MOORE,341,2017,13063000
MICHIGAN,26,HILLSDALE,59,2008,7520000
OHIO,39,MUSKINGUM,119,2002,1017900
ILLINOIS,17,SCOTT,171,2004,11056500
MICHIGAN,26,MONTCALM,117,2015,8760000
MINNESOTA,27,GRANT,51,2007,16566000
TEXAS,48,HARTLEY,205,2000,22285000
INDIANA,18,LA PORTE,91,2014,21150000
WISCONSIN,55,BROWN,9,2000,4995000
IOWA,19,POTTAWATTAMIE,155,2002,31000000
IOWA,19,WORTH,195,2010,22800000
INDIANA,18,VANDERBURGH,163,2011,3590000
MINNESOTA,27,FREEBORN,47,2011,36110000
KANSAS,20,CRAWFORD,37,2002,2827000
WISCONSIN,55,MARATHON,73,2013,5299000
IOWA,19,KEOKUK,107,2001,11296000
TENNESSEE,47,HAYWOOD,75,2017,4235000
PENNSYLVANIA,42,MERCER,85,2014,4520000
KANSAS,20,GRAY,69,2012,14475000
INDIANA,18,STARKE,149,2019,7390000
KENTUCKY,21,BALLARD,7,2005,3871500
NEW YORK,36,LIVINGSTON,51,2008,8506800
ILLINOIS,17,CALHOUN,13,2005,2894400
INDIANA,18,PARKE,121,2002,6632500
COLORADO,8,KIT CARSON,63,2004,24300000
IOWA,19,WAPELLO,179,2013,8124000
ILLINOIS,17,JO DAVIESS,85,2018,19464000
TEXAS,48,UVALDE,463,2003,1928000
LOUISIANA,22,TENSAS,107,2012,7840000
MISSOURI,29,ST CHARLES,183,2005,5259800
TEXAS,48,WHARTON,481,2012,7012000
MINNESOTA,27,FILLMORE,45,2001,16952000
MINNESOTA,27,STEARNS,145,2010,27112000
VIRGINIA,51,SOUTHAMPTON,175,2017,2106000
ILLINOIS,17,ROCK ISLAND,161,2018,14743000
NEW YORK,36,CAYUGA,11,2013,5628000
WISCONSIN,55,DODGE,27,2000,16085000
SOUTH DAKOTA,46,SANBORN,111,2009,9765000
NEBRASKA,31,SIOUX,165,2004,1801800
TEXAS,48,SWISHER,437,2004,1960000
NEBRASKA,31,SHERIDAN,161,2018,6551000
MINNESOTA,27,YELLOW MEDICINE,173,2002,25559600
NORTH CAROLINA,37,BERTIE,15,2006,2033000
SOUTH DAKOTA,46,UNION,127,2014,18606000
MICHIGAN,26,ST CLAIR,147,2006,3380000
IOWA,19,WAPELLO,179,2004,10450000
IOWA,19,LEE,111,2007,14025000
ILLINOIS,17,FULTON,57,2018,28971000
MINNESOTA,27,CHISAGO,25,2014,2331000
MINNESOTA,27,TODD,153,2010,7665000
NEBRASKA,31,LOGAN,113,2002,1766000
NORTH CAROLINA,37,BEAUFORT,13,2009,6502600
NEBRASKA,31,CUSTER,41,2010,42028000
PENNSYLVANIA,42,BEDFORD,9,2011,1904000
TENNESSEE,47,MCNAIRY,109,2007,1045000
INDIANA,18,SHELBY,145,2011,11450000
NEBRASKA,31,SEWARD,159,2000,15603800
INDIANA,18,MIAMI,103,2014,12000000
OHIO,39,CHAMPAIGN,21,2010,14050000
WISCONSIN,55,DUNN,33,2001,7995000
WISCONSIN,55,RUSK,107,2014,1564000
MINNESOTA,27,OLMSTED,109,2017,23454000
KANSAS,20,GOVE,63,2007,5485000
KANSAS,20,SHERMAN,181,2002,6947000
IOWA,19,CHICKASAW,37,2009,23103000
INDIANA,18,PUTNAM,133,2011,9740000
ILLINOIS,17,MENARD,129,2005,11220000
INDIANA,18,ST. JOSEPH,141,2014,11500000
KANSAS,20,CHEROKEE,21,2003,2977000
NORTH CAROLINA,37,JONES,103,2014,2013000
NORTH CAROLINA,37,TYRRELL,177,2010,4049000
OHIO,39,COLUMBIANA,29,2004,2585700
MISSOURI,29,BUTLER,23,2010,2369000
PENNSYLVANIA,42,COLUMBIA,37,2003,2011300
WYOMING,56,LARAMIE,21,2014,1235000
MINNESOTA,27,SWIFT,151,2019,27243000
PENNSYLVANIA,42,LAWRENCE,73,2003,1548400
MARYLAND,24,MONTGOMERY,31,2001,1357000
MARYLAND,24,QUEEN ANNES,35,2002,3451200
ILLINOIS,17,CLARK,23,2003,15794500
ILLINOIS,17,MOULTRIE,139,2017,18262000
MISSOURI,29,PUTNAM,171,2000,1422000
IOWA,19,DES MOINES,57,2001,9251000
PENNSYLVANIA,42,CUMBERLAND,41,2004,4121000
ARKANSAS,5,DREW,43,2012,3490000
TEXAS,48,FALLS,145,2008,5098000
IOWA,19,BUCHANAN,19,2008,28700000
MICHIGAN,26,BRANCH,23,2009,10500000
COLORADO,8,PUEBLO,101,2008,1240000
MISSOURI,29,CHARITON,41,2014,14945000
INDIANA,18,RANDOLPH,135,2017,16450000
KANSAS,20,MORTON,129,2015,4411000
NEBRASKA,31,NANCE,125,2011,13935000
ILLINOIS,17,KNOX,95,2014,32211000
MICHIGAN,26,BARRY,15,2000,3910000
TEXAS,48,DALLAM,111,2003,23750000
NORTH CAROLINA,37,IREDELL,97,2019,1346000
NORTH DAKOTA,38,CASS,17,2004,14578000
TEXAS,48,VICTORIA,469,2001,3150000
PENNSYLVANIA,42,LUZERNE,79,2015,1091000
IOWA,19,O BRIEN,141,2016,35011000
OHIO,39,FAYETTE,47,2017,15700000
MICHIGAN,26,VAN BUREN,159,2012,7021000
TEXAS,48,CASTRO,69,2013,19808000
MINNESOTA,27,WASHINGTON,163,2013,2902000
MICHIGAN,26,CLINTON,37,2017,6450000
KENTUCKY,21,UNION,225,2013,14922000
MINNESOTA,27,BECKER,5,2000,1449600
NEBRASKA,31,CUMING,39,2010,27328000
PENNSYLVANIA,42,SNYDER,109,2013,2439000
NEW YORK,36,COLUMBIA,21,2017,1070000
TEXAS,48,VICTORIA,469,2009,1244000
SOUTH DAKOTA,46,CHARLES MIX,23,2014,18844000
PENNSYLVANIA,42,INDIANA,63,2005,2097900
SOUTH CAROLINA,45,SUMTER,85,2014,3635000
MICHIGAN,26,OTTAWA,139,2002,5100000
NEBRASKA,31,BROWN,17,2007,7488000
INDIANA,18,VANDERBURGH,163,2001,6920800
COLORADO,8,LINCOLN,73,2018,1167000
MISSOURI,29,LEWIS,111,2016,10582000
NEBRASKA,31,MERRICK,121,2000,16999600
ILLINOIS,17,BOONE,7,2001,8818400
ILLINOIS,17,CRAWFORD,33,2017,14350000
LOUISIANA,22,MADISON,65,2007,16110000
ILLINOIS,17,EFFINGHAM,49,2004,15800400
TEXAS,48,FLOYD,153,2000,1388000
SOUTH DAKOTA,46,CHARLES MIX,23,2002,3753000
TENNESSEE,47,LINCOLN,103,2010,1780000
OHIO,39,HANCOCK,63,2005,13111200
MINNESOTA,27,MURRAY,101,2011,29160000
IOWA,19,WOODBURY,193,2019,43961000
INDIANA,18,WAYNE,177,2000,9485900
MICHIGAN,26,LIVINGSTON,93,2007,2200000
MISSOURI,29,RANDOLPH,175,2010,1403000
NORTH DAKOTA,38,RAMSEY,71,2016,8779000
SOUTH DAKOTA,46,BEADLE,5,2003,8111000
SOUTH DAKOTA,46,WALWORTH,129,2004,2845000
TEXAS,48,CARSON,65,2013,4893000
ILLINOIS,17,MONTGOMERY,135,2007,29367800
PENNSYLVANIA,42,ERIE,49,2015,2330000
KENTUCKY,21,NELSON,179,2003,1326000
LOUISIANA,22,CATAHOULA,25,2002,3300000
WISCONSIN,55,MARQUETTE,77,2005,2780000
PENNSYLVANIA,42,PERRY,99,2019,2320000
IOWA,19,MILLS,129,2005,16210000
NORTH CAROLINA,37,WAYNE,191,2019,2314000
KANSAS,20,LOGAN,109,2005,3075000
NEBRASKA,31,CHERRY,31,2007,3338100
ILLINOIS,17,ST CLAIR,163,2018,16754000
IOWA,19,GUTHRIE,77,2018,20125000
MINNESOTA,27,POLK,119,2006,2488800
IOWA,19,MADISON,121,2001,8364000
OHIO,39,PICKAWAY,129,2009,15100000
INDIANA,18,CLINTON,23,2017,18600000
OHIO,39,ROSS,141,2011,7230000
LOUISIANA,22,CADDO,17,2003,2560000
MICHIGAN,26,OTTAWA,139,2008,4070000
IDAHO,16,GOODING,47,2019,3360000
TENNESSEE,47,ROBERTSON,147,2018,6359000
COLORADO,8,YUMA,125,2018,42846000
MISSISSIPPI,28,TALLAHATCHIE,135,2015,4260000
WISCONSIN,55,CRAWFORD,23,2011,5185000
OHIO,39,DEFIANCE,39,2006,6425900
SOUTH DAKOTA,46,TRIPP,123,2017,4586000
IOWA,19,O BRIEN,141,2012,26557000
INDIANA,18,DE KALB,33,2009,6500000
INDIANA,18,JASPER,73,2006,21769800
TEXAS,48,HIDALGO,215,2019,5000000
KANSAS,20,MARION,115,2005,1654000
