state_name,state_code,county_name,county_code,year,value
ARKANSAS,5,LEE,77,2018,5960000
MICHIGAN,26,TUSCOLA,157,2003,10660000
NORTH DAKOTA,38,MCLEAN,55,2016,10233000
MISSISSIPPI,28,ISSAQUENA,55,2001,3725000
ARKANSAS,5,MISSISSIPPI,93,2009,3210000
OHIO,39,BUTLER,17,2002,1970300
SOUTH DAKOTA,46,GRANT,51,2007,11789000
OHIO,39,DELAWARE,41,2016,6980000
NORTH CAROLINA,37,TYRRELL,177,2003,2600000
IOWA,19,POTTAWATTAMIE,155,2006,37065000
INDIANA,18,TIPPECANOE,157,2018,18100000
KANSAS,20,WICHITA,203,2014,3189000
MARYLAND,24,TALBOT,41,2008,3320000
IOWA,19,BUTLER,23,2019,35555000
SOUTH DAKOTA,46,SANBORN,111,2011,5488000
IOWA,19,MARSHALL,127,2000,19873000
NEBRASKA,31,CLAY,35,2008,30473900
MISSOURI,29,NEW MADRID,143,2003,12754000
TENNESSEE,47,CARROLL,17,2006,2365000
NORTH DAKOTA,38,STUTSMAN,93,2006,7079000
VIRGINIA,51,SURRY,181,2015,1015000
MISSOURI,29,RALLS,173,2003,3990000
TEXAS,48,COLLIN,85,2007,2486000
TEXAS,48,MILAM,331,2014,4704000
MINNESOTA,27,MEEKER,93,2011,16375000
KANSAS,20,WICHITA,203,2016,8319000
ARKANSAS,5,MILLER,91,2006,1723000
WISCONSIN,55,GREEN,45,2016,19403000
NEBRASKA,31,VALLEY,175,2002,8838400
ALABAMA,1,MADISON,89,2010,2380000
KANSAS,20,COWLEY,35,2004,1127000
OHIO,39,HENRY,69,2004,11977900
MISSOURI,29,VERNON,217,2010,6451000
ILLINOIS,17,PULASKI,153,2008,2622400
ILLINOIS,17,WILL,197,2007,19566300
MINNESOTA,27,SWIFT,151,2005,28188000
MISSOURI,29,CLINTON,49,2007,4876000
IOWA,19,WINNESHIEK,191,2006,21159000
WISCONSIN,55,EAU CLAIRE,35,2004,4830000
TEXAS,48,HUTCHINSON,233,2012,2267000
ILLINOIS,17,MCHENRY,111,2018,16658000
IOWA,19,MAHASKA,123,2010,14580000
MINNESOTA,27,STEELE,147,2014,20757000
GEORGIA,13,GRADY,131,2005,1588000
KENTUCKY,21,GREEN,87,2013,1518000
ILLINOIS,17,KANE,89,2003,13927800
NORTH CAROLINA,37,ROWAN,159,2019,1383000
IOWA,19,HARDIN,83,2002,28600000
ILLINOIS,17,MCLEAN,113,2011,58104000
MISSOURI,29,SHELBY,205,2010,4463000
ILLINOIS,17,KANE,89,2014,14962000
KANSAS,20,ATCHISON,5,2000,5648000
TEXAS,48,SWISHER,437,2007,4809000
LOUISIANA,22,SAINT LANDRY,97,2001,1760000
INDIANA,18,FULTON,49,2002,10110800
COLORADO,8,PHILLIPS,95,2008,16110000
PENNSYLVANIA,42,INDIANA,63,2018,3200000
NEBRASKA,31,DEUEL,49,2003,2090000
OHIO,39,MIAMI,109,2019,9700000
MISSOURI,29,LAWRENCE,109,2015,1701000
PENNSYLVANIA,42,NORTHUMBERLAND,97,2006,3782000
ILLINOIS,17,RICHLAND,159,2012,1273000
MINNESOTA,27,FILLMORE,45,2010,30463000
KANSAS,20,NEMAHA,131,2018,8624600
MISSOURI,29,WORTH,227,2003,1158000
KANSAS,20,LEAVENWORTH,103,2018,2266000
NORTH CAROLINA,37,PAMLICO,137,2007,2000000
ILLINOIS,17,CLINTON,27,2004,14635400
KANSAS,20,HARVEY,79,2000,2589000
ILLINOIS,17,HENDERSON,71,2008,18208500
INDIANA,18,TIPTON,159,2018,13900000
TEXAS,48,COLORADO,89,2007,1286000
NEW YORK,36,WYOMING,121,2005,1810800
INDIANA,18,STARKE,149,2004,9055200
LOUISIANA,22,CATAHOULA,25,2009,3420000
ILLINOIS,17,MCDONOUGH,109,2000,21856000
NORTH DAKOTA,38,FOSTER,31,2005,1690000
IOWA,19,CLARKE,39,2002,3550000
SOUTH DAKOTA,46,CHARLES MIX,23,2005,8643000
KANSAS,20,BUTLER,15,2002,2403000
MICHIGAN,26,EATON,45,2010,9500000
MICHIGAN,26,BARRY,15,2004,4400000
MINNESOTA,27,WATONWAN,165,2007,22238400
MICHIGAN,26,SHIAWASSEE,155,2015,9520000
IOWA,19,CLINTON,45,2007,37597000
NORTH DAKOTA,38,SARGENT,81,2000,8707000
INDIANA,18,WABASH,169,2012,8855000
VIRGINIA,51,CHESAPEAKE CITY,550,2015,1010000
LOUISIANA,22,FRANKLIN,41,2007,13970000
IOWA,19,RINGGOLD,159,2017,8440000
VIRGINIA,51,SOUTHAMPTON,175,2003,1071000
IOWA,19,EMMET,63,2009,21670000
MISSISSIPPI,28,MADISON,89,2005,1622400
WISCONSIN,55,CLARK,19,2000,6069000
MISSOURI,29,BOLLINGER,17,2003,1430000
ILLINOIS,17,WINNEBAGO,201,2018,16706000
INDIANA,18,VIGO,167,2018,8150000
MICHIGAN,26,OTTAWA,139,2000,3260000
OHIO,39,ROSS,141,2010,7480000
IOWA,19,VAN BUREN,177,2019,7694000
TENNESSEE,47,FAYETTE,47,2004,1605000
SOUTH DAKOTA,46,DEUEL,39,2004,7745000
TEXAS,48,OCHILTREE,357,2014,6155700
IOWA,19,DECATUR,53,2014,4822000
MINNESOTA,27,NICOLLET,103,2006,21312000
KANSAS,20,PRATT,151,2011,8365000
WISCONSIN,55,RACINE,101,2000,4329000
KANSAS,20,WILSON,205,2017,3875000
NORTH CAROLINA,37,BEAUFORT,13,2012,5087000
MISSOURI,29,MONTGOMERY,139,2006,4807000
SOUTH DAKOTA,46,YANKTON,135,2008,11005600
NEBRASKA,31,VALLEY,175,2000,7845500
OHIO,39,PORTAGE,133,2012,1974000
MISSISSIPPI,28,WASHINGTON,151,2018,10430000
NORTH CAROLINA,37,JONES,103,2009,1582800
TEXAS,48,LAMB,279,2000,5163000
INDIANA,18,GRANT,53,2013,14126000
NORTH CAROLINA,37,WAYNE,191,2003,2760000
IOWA,19,TAMA,171,2007,30708000
OHIO,39,AUGLAIZE,11,2007,9431500
MARYLAND,24,WASHINGTON,43,2001,1154000
KENTUCKY,21,BARREN,9,2011,2200000
KANSAS,20,MITCHELL,123,2012,1370000
INDIANA,18,WELLS,179,2007,12031800
INDIANA,18,VANDERBURGH,163,2016,4050000
OHIO,39,HURON,77,2018,8900000
ILLINOIS,17,RANDOLPH,157,2004,9353600
SOUTH CAROLINA,45,ORANGEBURG,75,2006,3967400
MICHIGAN,26,KENT,81,2010,5225000
ARKANSAS,5,MISSISSIPPI,93,2007,4585000
SOUTH DAKOTA,46,WALWORTH,129,2016,8776000
INDIANA,18,FRANKLIN,47,2012,3405000
IOWA,19,ADAIR,1,2000,13540000
OHIO,39,AUGLAIZE,11,2011,9940000
OHIO,39,SCIOTO,145,2014,1163000
IOWA,19,BLACK HAWK,13,2013,23390000
ILLINOIS,17,WARREN,187,2012,28530000
TENNESSEE,47,DYER,45,2000,2900000
KANSAS,20,WASHINGTON,201,2005,5314000
IOWA,19,SHELBY,165,2010,30030000
MISSOURI,29,DAVIESS,61,2000,3746000
PENNSYLVANIA,42,DAUPHIN,43,2010,2016000
SOUTH DAKOTA,46,BROWN,13,2012,51397000
MISSOURI,29,LAFAYETTE,107,2005,12401000
KANSAS,20,FRANKLIN,59,2012,1168000
TEXAS,48,JACKSON,239,2015,5662000
WISCONSIN,55,WAUPACA,135,2017,5733000
TENNESSEE,47,OBION,131,2002,7425000
IDAHO,16,CANYON,27,2003,2050000
INDIANA,18,HAMILTON,57,2016,9300000
NEBRASKA,31,GARFIELD,71,2005,1632800
IOWA,19,BENTON,11,2003,29150000
WASHINGTON,53,GRANT,25,2008,7815500
MISSOURI,29,SALINE,195,2012,11634000
MISSISSIPPI,28,WARREN,149,2007,2729000
KANSAS,20,THOMAS,193,2012,12642000
INDIANA,18,DE KALB,33,2000,4770000
KENTUCKY,21,DAVIESS,59,2016,10898000
SOUTH DAKOTA,46,KINGSBURY,77,2018,23676000
ARKANSAS,5,WHITE,145,2014,1169000
NEW YORK,36,MADISON,53,2009,2013200
PENNSYLVANIA,42,LEHIGH,77,2002,1574600
KANSAS,20,CLAY,27,2002,1509000
TENNESSEE,47,HENRY,79,2003,4410000
MICHIGAN,26,MISSAUKEE,113,2006,1280000
IOWA,19,HUMBOLDT,91,2019,26668000
TENNESSEE,47,GILES,55,2011,1494000
INDIANA,18,FOUNTAIN,45,2015,15500000
WISCONSIN,55,PEPIN,91,2004,3170000
INDIANA,18,TIPTON,159,2014,14400000
TEXAS,48,CARSON,65,2003,1575000
WASHINGTON,53,GRANT,25,2003,4980000
NEBRASKA,31,HOLT,89,2007,32545700
KENTUCKY,21,LIVINGSTON,139,2011,1224000
IOWA,19,POWESHIEK,157,2005,22225000
ARKANSAS,5,LONOKE,85,2012,6090000
SOUTH CAROLINA,45,ORANGEBURG,75,2003,2554800
IOWA,19,JACKSON,97,2009,17385000
MINNESOTA,27,RENVILLE,129,2001,32058000
MINNESOTA,27,STEVENS,149,2012,26088000
KANSAS,20,ANDERSON,3,2012,1426000
PENNSYLVANIA,42,ADAMS,1,2008,1615000
ILLINOIS,17,FULTON,57,2016,23748000
SOUTH DAKOTA,46,HANSON,61,2017,12290000
ILLINOIS,17,MARSHALL,123,2017,22331000
WISCONSIN,55,GREEN,45,2004,13800000
TEXAS,48,HUTCHINSON,233,2011,2220000
WISCONSIN,55,DOOR,29,2013,3358000
IDAHO,16,CANYON,27,2017,2100000
TEXAS,48,MEDINA,325,2000,1665000
ILLINOIS,17,HANCOCK,67,2012,23837000
MISSOURI,29,LEWIS,111,2018,7318000
MISSOURI,29,PETTIS,159,2006,3748000
MICHIGAN,26,GRATIOT,57,2008,11700000
NEBRASKA,31,LANCASTER,109,2002,8051800
TEXAS,48,GUADALUPE,187,2019,2200000
WISCONSIN,55,COLUMBIA,21,2002,14146000
NEBRASKA,31,MORRILL,123,2005,9456100
MINNESOTA,27,COTTONWOOD,33,2012,27426000
NORTH CAROLINA,37,SAMPSON,163,2010,2905000
IOWA,19,DICKINSON,59,2013,15100000
SOUTH DAKOTA,46,HAMLIN,57,2017,16947000
SOUTH DAKOTA,46,SPINK,115,2017,34309000
MINNESOTA,27,WATONWAN,165,2013,26201000
MISSOURI,29,PETTIS,159,2004,7196000
ARKANSAS,5,DESHA,41,2010,1991000
TEXAS,48,MEDINA,325,2015,2020000
OHIO,39,WYANDOT,175,2015,10800000
ILLINOIS,17,KANE,89,2001,11557700
MISSOURI,29,KNOX,103,2007,6409000
WISCONSIN,55,POLK,95,2005,6850000
KENTUCKY,21,DAVIESS,59,2018,10442000
CALIFORNIA,6,SACRAMENTO,67,2003,3200000
MINNESOTA,27,COTTONWOOD,33,2016,35500000
ARKANSAS,5,CHICOT,17,2017,3630000
SOUTH CAROLINA,45,SUMTER,85,2007,3744000
MARYLAND,24,BALTIMORE,5,2004,3394100
INDIANA,18,MARSHALL,99,2000,11091300
LOUISIANA,22,AVOYELLES,9,2007,1400000
MICHIGAN,26,INGHAM,65,2008,5580000
TEXAS,48,PARMER,369,2006,6083000
OHIO,39,ERIE,43,2016,4200000
COLORADO,8,PHILLIPS,95,2010,17320000
NORTH DAKOTA,38,CASS,17,2013,45290000
OHIO,39,MADISON,97,2004,14639400
SOUTH DAKOTA,46,EDMUNDS,45,2006,1880000
MISSOURI,29,LIVINGSTON,117,2019,3561000
IOWA,19,WINNESHIEK,191,2018,29504000
WISCONSIN,55,DOOR,29,2003,2122000
KENTUCKY,21,MARSHALL,157,2013,1620000
NEBRASKA,31,PHELPS,137,2000,25796400
ARKANSAS,5,CRITTENDEN,35,2012,1620000
KANSAS,20,DONIPHAN,43,2014,18393000
NEBRASKA,31,SEWARD,159,2002,14282900
ILLINOIS,17,CLARK,23,2004,19279700
OHIO,39,BROWN,15,2010,3190000
MICHIGAN,26,OGEMAW,129,2018,1280000
TENNESSEE,47,HARDIN,71,2001,1040000
INDIANA,18,WHITLEY,183,2005,8612500
KANSAS,20,WOODSON,207,2003,1171000
INDIANA,18,MONTGOMERY,107,2014,24600000
MINNESOTA,27,SHERBURNE,141,2002,4380600
INDIANA,18,RIPLEY,137,2001,7742100
MINNESOTA,27,NOBLES,105,2004,33000800
KENTUCKY,21,OHIO,183,2001,4515600
KANSAS,20,PRATT,151,2001,8245000
MINNESOTA,27,WASHINGTON,163,2012,3511000
KANSAS,20,PRATT,151,2009,11150000
PENNSYLVANIA,42,ERIE,49,2000,3046100
TEXAS,48,CASTRO,69,2005,14356000
ILLINOIS,17,HENDERSON,71,2016,20328000
NORTH DAKOTA,38,BURLEIGH,15,2009,1950000
WISCONSIN,55,KENOSHA,59,2003,4313000
KANSAS,20,STANTON,187,2013,8471000
NEBRASKA,31,RICHARDSON,147,2011,15928000
SOUTH DAKOTA,46,SULLY,119,2015,11479000
MICHIGAN,26,MONTCALM,117,2003,5400000
TEXAS,48,WHARTON,481,2010,7712000
TENNESSEE,47,HENRY,79,2013,6149000
KENTUCKY,21,PULASKI,199,2015,1582000
MICHIGAN,26,CASS,27,2012,11553000
ILLINOIS,17,MOULTRIE,139,2014,20055000
GEORGIA,13,SEMINOLE,253,2007,2129000
KANSAS,20,GRANT,67,2003,6562000
INDIANA,18,HOWARD,67,2007,12960000
TEXAS,48,MOORE,341,2012,7836000
INDIANA,18,MARSHALL,99,2001,13537100
IOWA,19,WEBSTER,187,2009,37681000
IOWA,19,DELAWARE,55,2018,40411000
SOUTH DAKOTA,46,TODD,121,2010,1328000
KANSAS,20,WOODSON,207,2004,1477000
IOWA,19,HAMILTON,79,2002,30400000
KENTUCKY,21,LARUE,123,2009,2838000
NEW JERSEY,34,WARREN,41,2005,1512500
IOWA,19,EMMET,63,2004,22000000
MISSOURI,29,HENRY,83,2013,1295000
INDIANA,18,STEUBEN,151,2016,6050000
OHIO,39,HURON,77,2007,12144200
KANSAS,20,THOMAS,193,2010,26703000
LOUISIANA,22,POINTE COUPEE,77,2007,2140000
WISCONSIN,55,MARATHON,73,2016,9856000
NORTH DAKOTA,38,MORTON,59,2008,1241000
COLORADO,8,MORGAN,87,2003,8740000
NEBRASKA,31,PLATTE,141,2013,40827000
KENTUCKY,21,HANCOCK,91,2004,1076400
INDIANA,18,PORTER,127,2016,10500000
ILLINOIS,17,JASPER,79,2002,9300000
KANSAS,20,SEWARD,175,2017,12345000
WISCONSIN,55,OZAUKEE,89,2014,1462000
MISSOURI,29,DAVIESS,61,2011,4649000
IOWA,19,APPANOOSE,7,2004,5330000
SOUTH DAKOTA,46,JERAULD,73,2014,5185000
IOWA,19,IDA,93,2002,18200000
OHIO,39,MUSKINGUM,119,2019,3230000
WISCONSIN,55,WAUKESHA,133,2018,3859000
PENNSYLVANIA,42,LANCASTER,71,2013,12450000
PENNSYLVANIA,42,BUCKS,17,2015,1780000
ILLINOIS,17,CALHOUN,13,2015,3238000
NEW JERSEY,34,WARREN,41,2006,1956400
SOUTH CAROLINA,45,LEE,61,2003,1138300
NORTH DAKOTA,38,DICKEY,21,2016,31472000
NEBRASKA,31,SAUNDERS,155,2009,31785000
KENTUCKY,21,SHELBY,211,2010,2120000
MINNESOTA,27,ISANTI,59,2009,4213000
OHIO,39,HENRY,69,2018,14570000
ILLINOIS,17,FORD,53,2007,30350100
WISCONSIN,55,WASHINGTON,131,2018,4080000
MINNESOTA,27,ISANTI,59,2000,3596400
WISCONSIN,55,BROWN,9,2014,4451000
MISSOURI,29,ADAIR,1,2015,2017000
NEBRASKA,31,GAGE,67,2009,22821000
IOWA,19,IDA,93,2003,18500000
ILLINOIS,17,EDWARDS,47,2013,6166000
KENTUCKY,21,BARREN,9,2009,1858000
NORTH CAROLINA,37,PAMLICO,137,2013,2505000
NEBRASKA,31,JOHNSON,97,2010,5854000
NEBRASKA,31,WASHINGTON,177,2015,16732000
SOUTH DAKOTA,46,MINER,97,2009,13137000
MINNESOTA,27,BIG STONE,11,2011,10155000
MINNESOTA,27,MAHNOMEN,87,2014,3526000
NEW YORK,36,YATES,123,2011,1202000
TEXAS,48,CALHOUN,57,2018,1572000
NEBRASKA,31,PLATTE,141,2007,36534000
NEW JERSEY,34,BURLINGTON,5,2000,1067000
MINNESOTA,27,YELLOW MEDICINE,173,2008,26040000
TEXAS,48,MCLENNAN,309,2018,2399000
IOWA,19,BUTLER,23,2000,20637000
MISSISSIPPI,28,MONROE,95,2019,1355000
NORTH DAKOTA,38,BARNES,3,2002,3930000
TEXAS,48,DALLAM,111,2001,23905000
VIRGINIA,51,KING AND QUEEN,97,2014,1860000
ILLINOIS,17,CHRISTIAN,21,2003,39571200
NEBRASKA,31,JOHNSON,97,2003,3598100
IOWA,19,DELAWARE,55,2007,34401000
NEBRASKA,31,HOWARD,93,2012,14994000
KANSAS,20,MONTGOMERY,125,2013,2454000
SOUTH DAKOTA,46,CORSON,31,2015,2792000
KANSAS,20,KIOWA,97,2003,4742000
SOUTH DAKOTA,46,HYDE,69,2001,1323000
TENNESSEE,47,GIBSON,53,2009,7370000
MICHIGAN,26,HURON,63,2001,7550000
INDIANA,18,JACKSON,71,2006,7081400
KENTUCKY,21,HANCOCK,91,2018,1209000
MINNESOTA,27,BLUE EARTH,13,2012,33421000
OHIO,39,HANCOCK,63,2003,13711200
INDIANA,18,FULTON,49,2008,15664000
INDIANA,18,PORTER,127,2007,10734400
PENNSYLVANIA,42,UNION,119,2015,2320000
IOWA,19,CALHOUN,25,2017,33688000
MISSOURI,29,LINN,115,2004,2614000
MISSOURI,29,ADAIR,1,2005,1269000
MISSISSIPPI,28,WARREN,149,2000,1001000
SOUTH DAKOTA,46,CHARLES MIX,23,2018,20970000
ILLINOIS,17,KENDALL,93,2019,11399000
WISCONSIN,55,SHEBOYGAN,117,2004,1770000
PENNSYLVANIA,42,CRAWFORD,39,2000,2925000
MISSOURI,29,RANDOLPH,175,2014,3009000
IOWA,19,LINN,113,2012,19416000
IOWA,19,MARION,125,2003,11140000
NEBRASKA,31,BUTLER,23,2013,27564000
NEBRASKA,31,SEWARD,159,2007,23128200
MISSOURI,29,ANDREW,3,2014,9868000
WISCONSIN,55,SHAWANO,115,2011,7148000
MINNESOTA,27,KANDIYOHI,67,2002,23123800
ILLINOIS,17,MADISON,119,2019,19355000
MINNESOTA,27,RICE,131,2002,12952500
ILLINOIS,17,JO DAVIESS,85,2002,11419200
NORTH DAKOTA,38,DICKEY,21,2004,14446000
IOWA,19,FREMONT,71,2001,14964000
CALIFORNIA,6,KINGS,31,2003,1450000
WISCONSIN,55,MARINETTE,75,2010,4140000
ILLINOIS,17,PIATT,147,2003,23809500
VIRGINIA,51,ISLE OF WIGHT,93,2019,1701000
INDIANA,18,HARRISON,61,2007,2948800
IOWA,19,UNION,175,2006,8187000
ILLINOIS,17,WABASH,185,2010,7475000
LOUISIANA,22,CONCORDIA,29,2006,1500000
INDIANA,18,BENTON,7,2015,21500000
MISSOURI,29,CAPE GIRARDEAU,31,2014,5467000
SOUTH CAROLINA,45,ORANGEBURG,75,2016,5155000
KANSAS,20,THOMAS,193,2002,9627000
NEBRASKA,31,SAUNDERS,155,2019,35675000
MINNESOTA,27,ROCK,133,2004,20192400
NEBRASKA,31,KNOX,107,2014,25854000
MISSOURI,29,HOLT,87,2007,15853000
MISSOURI,29,AUDRAIN,7,2014,18275000
NEBRASKA,31,MORRILL,123,2009,9229200
PENNSYLVANIA,42,LEBANON,75,2018,4105000
MISSOURI,29,BOLLINGER,17,2007,1962000
TEXAS,48,ROBERTSON,395,2007,1661000
OHIO,39,CHAMPAIGN,21,2015,14750000
SOUTH DAKOTA,46,MOODY,101,2006,18620000
KENTUCKY,21,CALDWELL,33,2002,2040000
ALABAMA,1,LAUDERDALE,77,2010,2555000
TENNESSEE,47,WEAKLEY,183,2004,9275000
KANSAS,20,OSBORNE,141,2011,1980000
PENNSYLVANIA,42,LANCASTER,71,2005,14138000
OHIO,39,FRANKLIN,49,2017,2600000
NEW YORK,36,MONROE,55,2013,4731000
NEBRASKA,31,FRANKLIN,61,2019,19347000
IOWA,19,JEFFERSON,101,2012,7240000
MINNESOTA,27,SWIFT,151,2012,35279000
ILLINOIS,17,MONROE,133,2009,6896000
MISSOURI,29,KNOX,103,2006,5144000
INDIANA,18,PULASKI,131,2002,14320500
TENNESSEE,47,OBION,131,2007,10192000
IOWA,19,HARRISON,85,2013,34350000
SOUTH DAKOTA,46,MARSHALL,91,2018,17299000
MICHIGAN,26,OCEANA,127,2006,1230000
LOUISIANA,22,WEST CARROLL,123,2002,2240000
MINNESOTA,27,HOUSTON,55,2013,7529000
VIRGINIA,51,KING WILLIAM,101,2016,1790000
NORTH DAKOTA,38,STUTSMAN,93,2007,18278000
OHIO,39,SCIOTO,145,2017,1350000
IOWA,19,WINNEBAGO,189,2013,16353000
MISSOURI,29,BOONE,19,2007,3208000
KANSAS,20,HODGEMAN,83,2005,1706000
MICHIGAN,26,LAPEER,87,2002,3550000
NEBRASKA,31,BOX BUTTE,13,2007,8775800
MISSISSIPPI,28,LOWNDES,87,2017,1549000
SOUTH DAKOTA,46,HUTCHINSON,67,2012,3501000
KENTUCKY,21,BALLARD,7,2015,5285000
KENTUCKY,21,MARSHALL,157,2009,1108000
MINNESOTA,27,PIPESTONE,117,2007,14182000
OHIO,39,TRUMBULL,155,2012,2729000
MISSOURI,29,DADE,57,2004,1643000
MINNESOTA,27,PIPESTONE,117,2004,14314300
INDIANA,18,RANDOLPH,135,2004,14672900
LOUISIANA,22,RED RIVER,81,2007,1120000
NEW YORK,36,MADISON,53,2017,1702000
VIRGINIA,51,KING AND QUEEN,97,2017,1655000
MISSOURI,29,RANDOLPH,175,2015,2718000
IOWA,19,MITCHELL,131,2002,22100000
NORTH DAKOTA,38,LA MOURE,45,2006,12683000
MISSOURI,29,DAVIESS,61,2010,3574000
NEBRASKA,31,ANTELOPE,3,2008,31630400
PENNSYLVANIA,42,BUTLER,19,2015,1975000
NORTH DAKOTA,38,DICKEY,21,2017,26743000
GEORGIA,13,RANDOLPH,243,2019,1896000
ALABAMA,1,JACKSON,71,2019,3145000
NEBRASKA,31,DUNDY,57,2008,14340000
INDIANA,18,HUNTINGTON,69,2001,10723800
COLORADO,8,LINCOLN,73,2010,2158000
SOUTH CAROLINA,45,CLARENDON,27,2015,2601000
MINNESOTA,27,KANDIYOHI,67,2015,28625000
MICHIGAN,26,SANILAC,151,2012,15397000
MINNESOTA,27,DAKOTA,37,2003,12644000
IOWA,19,PALO ALTO,147,2008,30300000
INDIANA,18,DUBOIS,37,2018,8700000
KANSAS,20,DECATUR,39,2003,1983000
MINNESOTA,27,WABASHA,157,2000,10396400
ILLINOIS,17,MCHENRY,111,2016,18737000
MICHIGAN,26,MONTCALM,117,2011,9320000
MISSOURI,29,LIVINGSTON,117,2017,6779000
NEBRASKA,31,ADAMS,1,2011,34550000
INDIANA,18,BOONE,11,2011,15720000
NORTH CAROLINA,37,PITT,147,2009,2352100
ILLINOIS,17,JEFFERSON,81,2006,4609800
KENTUCKY,21,PULASKI,199,2009,1045000
IOWA,19,SAC,161,2006,21313000
ARKANSAS,5,PRAIRIE,117,2007,1391000
KENTUCKY,21,OHIO,183,2012,3580000
NEBRASKA,31,KIMBALL,105,2006,1529900
IOWA,19,HOWARD,89,2002,17200000
COLORADO,8,KIT CARSON,63,2007,17824000
MISSOURI,29,GENTRY,75,2005,4306000
COLORADO,8,PHILLIPS,95,2006,13095000
IOWA,19,FAYETTE,65,2009,26560000
KANSAS,20,COFFEY,31,2019,2737000
NORTH CAROLINA,37,STANLY,167,2018,1074000
KENTUCKY,21,HANCOCK,91,2011,1137000
ILLINOIS,17,GALLATIN,59,2002,6380000
OHIO,39,CLARK,23,2001,9744500
ILLINOIS,17,JACKSON,77,2014,6665000
IOWA,19,TAYLOR,173,2004,11050000
KANSAS,20,MONTGOMERY,125,2003,2234000
MISSOURI,29,RAY,177,2001,4392000
ILLINOIS,17,MASSAC,127,2019,3329000
MINNESOTA,27,WATONWAN,165,2005,23274400
MISSISSIPPI,28,BOLIVAR,11,2015,3992000
NEBRASKA,31,HITCHCOCK,87,2016,6776000
ILLINOIS,17,KANE,89,2008,17427600
ALABAMA,1,COLBERT,33,2003,1253000
IOWA,19,DALLAS,49,2015,24353000
ILLINOIS,17,JOHNSON,87,2014,1124000
ARKANSAS,5,RANDOLPH,121,2008,1373000
NEBRASKA,31,SHERMAN,163,2010,13223000
MICHIGAN,26,ST CLAIR,147,2011,4220000
OHIO,39,MEDINA,103,2014,2480000
ILLINOIS,17,CLINTON,27,2012,2377000
IOWA,19,WARREN,181,2003,8760000
ARKANSAS,5,LEE,77,2007,5530000
COLORADO,8,LOGAN,75,2014,12031000
MICHIGAN,26,CASS,27,2000,7830000
OREGON,41,MALHEUR,45,2003,1902200
ILLINOIS,17,HENDERSON,71,2005,14771500
MISSOURI,29,CLINTON,49,2005,3196000
OHIO,39,FRANKLIN,49,2002,1452900
INDIANA,18,ELKHART,39,2006,7670800
MISSISSIPPI,28,MONROE,95,2012,1610000
MICHIGAN,26,GLADWIN,51,2014,1090000
WISCONSIN,55,MANITOWOC,71,2004,2100000
MICHIGAN,26,LIVINGSTON,93,2015,2900000
PENNSYLVANIA,42,ARMSTRONG,5,2000,1877700
KENTUCKY,21,FULTON,75,2015,4370000
NORTH DAKOTA,38,LA MOURE,45,2017,23808000
NEBRASKA,31,NEMAHA,127,2010,10166000
TEXAS,48,DALLAM,111,2015,23743400
OHIO,39,HOLMES,75,2007,3276700
NEBRASKA,31,KIMBALL,105,2012,2401100
MISSOURI,29,MISSISSIPPI,133,2019,5624000
SOUTH DAKOTA,46,SULLY,119,2016,12738000
IOWA,19,WORTH,195,2019,21732000
ILLINOIS,17,HANCOCK,67,2013,30312000
TEXAS,48,MEDINA,325,2004,2678000
NEW YORK,36,ONONDAGA,67,2016,2467000
IOWA,19,PLYMOUTH,149,2004,39710000
KANSAS,20,DONIPHAN,43,2000,9535000
WISCONSIN,55,JEFFERSON,55,2006,11660000
WISCONSIN,55,WASHINGTON,131,2010,4095000
MISSOURI,29,WORTH,227,2007,1836000
INDIANA,18,CLARK,19,2018,2770000
KANSAS,20,KINGMAN,95,2007,1452000
KANSAS,20,LYON,111,2006,1396500
OHIO,39,HURON,77,2003,9551300
INDIANA,18,FAYETTE,41,2008,5198000
KANSAS,20,BUTLER,15,2010,5724000
NORTH CAROLINA,37,ONSLOW,133,2000,1145000
MISSISSIPPI,28,CALHOUN,13,2017,1206000
MINNESOTA,27,WASHINGTON,163,2002,3663000
ILLINOIS,17,MASON,125,2008,24770200
NORTH CAROLINA,37,WILSON,195,2016,1878000
LOUISIANA,22,WEST CARROLL,123,2018,4880000
MARYLAND,24,FREDERICK,21,2015,4240000
IOWA,19,ADAIR,1,2003,13200000
KENTUCKY,21,HOPKINS,107,2007,4843000
ILLINOIS,17,WHITE,193,2006,11565000
VIRGINIA,51,ACCOMACK,1,2002,1872000
INDIANA,18,PIKE,125,2006,4394700
INDIANA,18,ALLEN,3,2009,12680000
IOWA,19,IOWA,95,2010,18540000
NORTH CAROLINA,37,PASQUOTANK,139,2009,2442000
COLORADO,8,WASHINGTON,121,2005,4420000
SOUTH DAKOTA,46,HUTCHINSON,67,2005,11777000
TENNESSEE,47,OBION,131,2018,11285000
MISSOURI,29,BUCHANAN,21,2015,6892000
ILLINOIS,17,CASS,17,2002,12765000
MISSOURI,29,MONITEAU,135,2000,1720000
NORTH DAKOTA,38,BURLEIGH,15,2005,1440000
TENNESSEE,47,DYER,45,2019,7807000
INDIANA,18,NOBLE,113,2005,8848400
ARKANSAS,5,MISSISSIPPI,93,2019,2960000
INDIANA,18,LAGRANGE,87,2019,5330000
PENNSYLVANIA,42,MERCER,85,2002,1686800
OHIO,39,CHAMPAIGN,21,2017,16000000
